ID,Age,Height,Weight,Sex,Total,Sport
4512,24,180.0,62.0,F,0,Beach Volleyball
4513,23,166.0,52.0,F,0,Swimming
4514,22,191.0,110.0,M,0,Wrestling
4515,20,170.0,60.0,M,0,Judo
4516,22,166.0,63.0,F,0,Hockey
4517,25,186.0,80.0,M,0,Fencing
4518,30,203.0,100.0,M,0,Basketball
4519,30,205.0,109.0,M,0,Volleyball
4520,36,175.0,70.0,F,0,Athletics
4521,20,178.0,77.0,F,0,Canoe Sprint
4522,23,178.0,84.0,M,0,Wrestling
4523,33,169.0,60.0,F,0,Cycling - Track
4524,34,166.0,62.0,M,0,Athletics
4525,30,160.0,67.0,M,0,Athletics
4526,32,177.0,74.0,M,0,Wrestling
4527,26,182.0,80.0,M,0,Archery
4528,26,184.0,,M,0,Boxing
4529,27,178.0,75.0,M,0,Canoe Slalom
4530,30,173.0,65.0,M,0,Cycling - Mountain Bike
4531,21,168.0,,F,0,Synchronised Swimming
4532,22,178.0,73.0,M,0,Football
4533,21,187.0,96.0,M,1,Archery
4534,30,163.0,57.0,F,0,Shooting
4535,31,173.0,67.0,F,0,Handball
4536,26,177.0,70.0,M,0,Football
4537,36,178.0,67.0,F,0,Handball
4538,17,174.0,62.0,F,0,Football
4539,21,158.0,54.0,F,0,Football
4540,24,169.0,65.0,M,0,Shooting
4541,25,161.0,55.0,F,0,Hockey
4542,26,180.0,68.0,M,0,Athletics
4543,22,178.0,,M,0,Taekwondo
4544,32,176.0,65.0,M,0,Athletics
4545,21,187.0,87.0,M,0,Rowing
4546,15,160.0,52.0,F,0,Swimming
4547,22,171.0,51.0,F,0,Badminton
4548,28,168.0,57.0,F,0,Volleyball
4549,36,177.0,80.0,M,0,Shooting
4550,20,160.0,,M,0,Gymnastics - Artistic
4551,21,186.0,75.0,F,0,Volleyball
4552,27,163.0,,F,0,Boxing
4553,18,167.0,62.0,F,0,Swimming
4554,23,174.0,66.0,M,0,Wrestling
4555,26,171.0,65.0,M,0,Table Tennis
4556,27,158.0,48.0,F,0,Wrestling
4557,27,175.0,53.0,M,0,Athletics
4558,22,186.0,77.0,M,0,Football
4559,24,183.0,88.0,M,0,Hockey
4560,27,180.0,78.0,M,1,Judo
4561,21,163.0,57.0,F,0,Judo
4562,19,157.0,53.0,F,1,Shooting
4563,27,173.0,,M,0,Gymnastics - Artistic
4564,21,160.0,52.0,F,0,Diving
4565,22,165.0,55.0,M,0,Wrestling
4566,23,176.0,74.0,M,0,Wrestling
4567,24,165.0,57.0,F,1,Fencing
4568,23,159.0,55.0,F,0,Table Tennis
4569,26,167.0,57.0,F,0,Hockey
4570,26,165.0,57.0,F,0,Hockey
4571,27,168.0,66.0,M,0,Shooting
4572,28,178.0,64.0,M,0,Fencing
4573,23,187.0,80.0,M,0,Football
4574,25,164.0,,F,0,Taekwondo
4575,24,162.0,69.0,M,0,Weightlifting
4576,23,160.0,48.0,F,0,Athletics
4577,24,165.0,53.0,M,0,Athletics
4578,22,162.0,55.0,F,0,Shooting
4579,29,161.0,52.0,F,0,Judo
4580,35,165.0,59.0,F,0,Table Tennis
4581,20,160.0,50.0,F,0,Athletics
4582,26,169.0,60.0,F,0,Badminton
4583,28,173.0,94.0,M,0,Weightlifting
4584,22,172.0,69.0,M,0,Football
4585,21,163.0,58.0,F,0,Football
4586,21,167.0,69.0,M,0,Weightlifting
4587,27,168.0,57.0,F,0,Rowing
4588,24,189.0,140.0,F,0,Judo
4589,18,163.0,52.0,F,0,Football
4590,24,164.0,57.0,F,0,Hockey
4591,23,169.0,60.0,F,0,Handball
4592,31,177.0,65.0,F,0,Volleyball
4593,23,164.0,47.0,F,0,Athletics
4594,18,163.0,52.0,F,0,Swimming
4595,27,171.0,,M,0,Gymnastics - Artistic
4596,22,168.0,57.0,F,0,Rowing
4597,25,160.0,55.0,F,0,Football
4598,19,166.0,63.0,M,0,Table Tennis
4599,25,165.0,,M,0,Gymnastics - Artistic
4600,17,158.0,55.0,F,0,Football
4601,14,149.0,44.0,F,0,Diving
4602,25,190.0,127.0,M,0,Judo
4603,23,158.0,62.0,M,1,Weightlifting
4604,20,159.0,51.0,F,0,Diving
4605,18,168.0,61.0,F,0,Football
4606,27,178.0,105.0,M,0,Weightlifting
4607,17,175.0,68.0,F,0,Rowing
4608,24,192.0,73.0,F,0,Volleyball
4609,30,191.0,84.0,M,0,Athletics
4610,27,177.0,68.0,M,0,Hockey
4611,22,187.0,74.0,M,0,Football
4612,29,184.0,85.0,M,0,Football
4613,27,166.0,63.0,F,0,Hockey
4614,31,166.0,45.0,F,0,Athletics
4615,27,171.0,,M,0,Athletics
4616,27,173.0,77.0,M,0,Athletics
4617,24,168.0,52.0,F,0,Athletics
4618,25,185.0,65.0,F,0,Volleyball
4619,25,184.0,82.0,M,0,Modern Pentathlon
4620,33,182.0,90.0,M,0,Badminton
4621,21,180.0,125.0,F,0,Judo
4622,22,175.0,65.0,F,0,Athletics
4623,21,175.0,62.0,F,0,Cycling - Track
4624,29,178.0,70.0,M,0,Athletics
4625,19,167.0,60.0,F,0,Hockey
4626,51,170.0,65.0,F,1,Equestrian
4627,20,178.0,70.0,F,0,Swimming
4628,23,193.0,91.0,M,0,Water Polo
4629,28,161.0,52.0,F,0,Football
4630,30,182.0,74.0,F,1,Rowing
4631,22,163.0,68.0,M,0,Weightlifting
4632,28,188.0,69.0,M,0,Athletics
4633,23,185.0,88.0,M,0,Athletics
4634,24,168.0,63.0,F,0,Hockey
4635,23,183.0,65.0,M,0,Athletics
4636,32,162.0,50.0,F,0,Athletics
4637,38,167.0,48.0,F,0,Athletics
4638,22,170.0,56.0,M,0,Athletics
4639,23,165.0,52.0,M,0,Athletics
4640,21,170.0,58.0,F,0,Athletics
4641,23,190.0,62.0,M,0,Athletics
4642,25,,,M,0,Athletics
4643,26,177.0,62.0,M,0,Athletics
4644,23,172.0,56.0,M,0,Athletics
4645,30,182.0,62.0,M,0,Athletics
4646,27,175.0,55.0,M,0,Athletics
4647,25,174.0,54.0,M,0,Athletics
4648,26,,,F,0,Athletics
4649,18,157.0,42.0,F,0,Athletics
4650,29,162.0,48.0,F,0,Athletics
4651,22,185.0,76.0,M,0,Canoe Sprint
4652,27,183.0,68.0,F,0,Volleyball
4653,32,177.0,54.0,M,0,Athletics
4654,22,164.0,47.0,F,0,Athletics
4655,26,167.0,55.0,F,0,Athletics
4656,31,206.0,103.0,M,0,Basketball
4657,25,174.0,60.0,F,0,Tennis
4658,24,189.0,94.0,M,0,Weightlifting
4659,26,183.0,84.0,M,0,Cycling - BMX
4660,29,180.0,80.0,M,0,Hockey
4661,29,,,M,0,Sailing
4662,24,,,M,0,Sailing
4663,27,188.0,76.0,M,0,Modern Pentathlon
4664,30,,,M,0,Athletics
4665,31,182.0,71.0,M,0,Cycling - Road
4666,24,182.0,78.0,M,0,Swimming
4667,40,175.0,65.0,F,0,Equestrian
4668,19,154.0,,F,0,Trampoline
4669,25,168.0,68.0,M,0,Table Tennis
4670,22,170.0,60.0,M,0,Athletics
4671,18,162.0,56.0,M,0,Athletics
4672,37,179.0,60.0,M,0,Athletics
4673,30,196.0,96.0,M,0,Athletics
4674,34,198.0,112.0,M,0,Water Polo
4675,17,172.0,,F,0,Synchronised Swimming
4676,21,173.0,67.0,F,0,Water Polo
4677,23,164.0,60.0,M,1,Judo
4678,29,177.0,73.0,M,0,Swimming
4679,35,163.0,60.0,F,0,Canoe Sprint
4680,29,178.0,73.0,M,0,Athletics
4681,36,186.0,75.0,M,0,Equestrian
4682,17,172.0,60.0,M,0,Athletics
4683,24,165.0,60.0,F,0,Athletics
4684,22,172.0,66.0,M,0,Football
4685,27,157.0,43.0,F,0,Athletics
4686,28,172.0,62.0,F,0,Sailing
4687,28,168.0,72.0,F,0,Athletics
4688,29,199.0,96.0,M,0,Rowing
4689,22,171.0,,F,0,Synchronised Swimming
4690,21,166.0,50.0,F,0,Triathlon
4691,21,187.0,93.0,M,0,Rowing
4692,30,183.0,76.0,F,0,Beach Volleyball
4693,24,171.0,65.0,M,0,Canoe Slalom
4694,29,189.0,110.0,M,0,Sailing
4695,27,174.0,65.0,M,0,Fencing
4696,26,172.0,71.0,M,0,Diving
4697,36,190.0,94.0,F,0,Athletics
4698,27,203.0,108.0,M,0,Basketball
4699,29,156.0,53.0,F,0,Weightlifting
4700,23,179.0,72.0,M,0,Modern Pentathlon
4701,24,196.0,92.0,M,0,Rowing
4702,32,172.0,55.0,F,0,Cycling - Mountain Bike
4703,26,175.0,71.0,F,0,Tennis
4704,27,193.0,95.0,M,0,Rowing
4705,32,170.0,60.0,M,0,Sailing
4706,31,173.0,75.0,F,0,Athletics
4707,44,172.0,59.0,F,1,Equestrian
4708,36,182.0,77.0,M,0,Shooting
4709,24,170.0,62.0,F,0,Swimming
4710,24,157.0,57.0,F,0,Football
4711,23,190.0,77.0,M,0,Tennis
4712,28,189.0,95.0,M,0,Sailing
4713,22,185.0,88.0,M,0,Swimming
4714,28,172.0,58.0,F,0,Athletics
4715,29,183.0,105.0,M,0,Weightlifting
4716,21,177.0,61.0,F,0,Athletics
4717,24,195.0,87.0,M,0,Football
4718,24,178.0,69.0,F,0,Athletics
4719,26,193.0,83.0,M,0,Cycling - Track
4720,26,172.0,70.0,F,0,Judo
4721,27,175.0,63.0,F,0,Canoe Sprint
4722,24,192.0,98.0,M,0,Rowing
4723,31,181.0,69.0,F,0,Rowing
4724,22,177.0,70.0,F,0,Handball
4725,23,160.0,63.0,F,0,Athletics
4726,29,189.0,83.0,M,0,Basketball
4727,26,189.0,90.0,M,0,Athletics
4728,29,191.0,87.0,M,0,Rowing
4729,23,155.0,,F,0,Synchronised Swimming
4730,23,192.0,91.0,M,0,Athletics
4731,28,183.0,75.0,M,0,Hockey
4732,26,182.0,88.0,F,0,Water Polo
4733,33,192.0,100.0,M,0,Handball
4734,22,179.0,67.0,F,0,Athletics
4735,27,182.0,78.0,M,0,Handball
4736,25,179.0,69.0,M,0,Badminton
4737,18,174.0,68.0,F,0,Athletics
4738,24,166.0,,F,0,Synchronised Swimming
4739,31,176.0,64.0,M,0,Athletics
4740,24,179.0,74.0,M,0,Athletics
4741,29,180.0,74.0,M,0,Wrestling
4742,18,184.0,72.0,M,0,Swimming
4743,26,170.0,60.0,F,0,Swimming
4744,26,178.0,135.0,F,0,Judo
4745,27,156.0,58.0,F,0,Sailing
4746,22,185.0,80.0,M,0,Swimming
4747,24,161.0,,M,0,Gymnastics - Artistic
4748,19,172.0,53.0,F,0,Athletics
4749,18,,,M,0,Athletics
4750,28,183.0,67.0,F,0,Cycling - Track
4751,38,190.0,92.0,M,0,Handball
4752,23,160.0,52.0,F,0,Athletics
4753,21,188.0,82.0,F,1,Rowing
4754,22,170.0,58.0,F,0,Athletics
4755,27,168.0,68.0,F,0,Canoe Sprint
4756,26,186.0,73.0,M,0,Sailing
4757,36,185.0,89.0,M,0,Canoe Sprint
4758,36,193.0,107.0,M,0,Water Polo
4759,23,191.0,77.0,M,0,Water Polo
4760,27,187.0,135.0,M,0,Athletics
4761,41,195.0,91.0,M,0,Rowing
4762,32,175.0,64.0,F,0,Athletics
4763,21,183.0,76.0,M,0,Sailing
4764,22,180.0,,M,0,Boxing
4765,27,187.0,78.0,M,0,Modern Pentathlon
4766,31,174.0,64.0,M,0,Cycling - Road
4767,21,180.0,74.0,F,0,Fencing
4768,24,170.0,62.0,F,0,Beach Volleyball
4769,22,182.0,92.0,F,0,Athletics
4770,24,190.0,82.0,M,0,Sailing
4771,22,,,M,0,Athletics
4772,29,191.0,85.0,M,0,Swimming
4773,23,156.0,43.0,F,0,Diving
4774,22,180.0,68.0,F,0,Swimming
4775,30,161.0,55.0,F,0,Hockey
4776,17,150.0,,F,2,Gymnastics - Artistic
4777,31,158.0,51.0,F,0,Table Tennis
4778,19,177.0,73.0,M,0,Football
4779,30,176.0,63.0,F,0,Athletics
4780,31,160.0,58.0,F,0,Sailing
4781,26,155.0,48.0,F,0,Judo
4782,32,180.0,90.0,M,0,Judo
4783,27,,99.0,M,0,Judo
4784,27,170.0,,M,0,Gymnastics - Artistic
4785,34,168.0,73.0,F,0,Canoe Sprint
4786,24,183.0,,F,0,Taekwondo
4787,33,162.0,50.0,F,0,Shooting
4788,17,158.0,,F,0,Gymnastics - Artistic
4789,34,160.0,53.0,M,0,Rowing
4790,23,173.0,70.0,M,0,Rowing
4791,36,165.0,57.0,F,0,Sailing
4792,22,183.0,82.0,M,0,Sailing
4793,32,173.0,61.0,F,0,Water Polo
4794,22,176.0,62.0,M,0,Cycling - Mountain Bike
4795,50,173.0,62.0,F,0,Equestrian
4796,23,182.0,73.0,M,0,Football
4797,26,179.0,75.0,M,0,Badminton
4798,30,175.0,72.0,M,0,Rowing
4799,26,210.0,108.0,M,0,Handball
4800,33,183.0,74.0,M,0,Shooting
4801,31,168.0,60.0,F,0,Athletics
4802,28,175.0,,F,0,Handball
4803,28,181.0,77.0,M,0,Hockey
4804,29,188.0,79.0,M,0,Football
4805,25,182.0,76.0,F,0,Fencing
4806,23,177.0,,F,0,Synchronised Swimming
4807,37,193.0,93.0,M,0,Rowing
4808,22,165.0,,F,0,Synchronised Swimming
4809,28,193.0,90.0,M,0,Athletics
4810,29,186.0,79.0,M,0,Swimming
4811,20,181.0,82.0,M,0,Canoe Sprint
4812,31,171.0,85.0,F,0,Athletics
4813,46,185.0,81.0,M,0,Equestrian
4814,28,180.0,70.0,F,0,Sailing
4815,32,182.0,70.0,F,0,Basketball
4816,27,192.0,85.0,M,0,Swimming
4817,43,176.0,85.0,M,0,Shooting
4818,25,169.0,60.0,F,0,Swimming
4819,35,178.0,72.0,M,0,Athletics
4820,26,172.0,62.0,M,0,Athletics
4821,21,163.0,,F,0,Gymnastics - Rhythmic
4822,23,191.0,67.0,F,0,Volleyball
4823,26,182.0,67.0,M,0,Athletics
4824,18,195.0,83.0,M,0,Swimming
4825,26,205.0,96.0,M,0,Volleyball
4826,23,165.0,60.0,M,0,Judo
4827,24,160.0,55.0,M,0,Wrestling
4828,37,190.0,100.0,M,0,Shooting
4829,25,169.0,50.0,F,0,Athletics
4830,27,162.0,54.0,F,2,Shooting
4831,38,170.0,70.0,F,0,Sailing
4832,24,181.0,77.0,M,0,Sailing
4833,19,150.0,57.0,F,0,Weightlifting
4834,19,,,M,0,Hockey
4835,23,175.0,60.0,F,0,Athletics
4836,32,190.0,77.0,M,0,Archery
4837,24,185.0,87.0,M,0,Swimming
4838,31,163.0,51.0,F,0,Athletics
4839,26,192.0,90.0,M,0,Badminton
4840,29,174.0,70.0,M,0,Shooting
4841,23,160.0,78.0,F,0,Judo
4842,22,174.0,68.0,M,0,Football
4843,22,192.0,75.0,M,0,Football
4844,29,193.0,78.0,M,0,Volleyball
4845,19,197.0,90.0,M,0,Volleyball
4846,36,173.0,64.0,F,0,Canoe Sprint
4847,21,167.0,59.0,F,0,Modern Pentathlon
4848,28,179.0,62.0,M,0,Athletics
4849,24,180.0,60.0,F,0,Triathlon
4850,23,167.0,53.0,F,0,Athletics
4851,25,178.0,70.0,M,0,Athletics
4852,42,172.0,70.0,M,0,Shooting
4853,23,184.0,75.0,M,0,Cycling - Track
4854,26,184.0,78.0,M,0,Cycling - Track
4855,25,176.0,70.0,M,1,Fencing
4856,30,191.0,100.0,M,0,Athletics
4857,23,165.0,61.0,F,0,Water Polo
4858,25,172.0,68.0,M,0,Athletics
4859,27,178.0,55.0,F,0,Athletics
4860,31,196.0,100.0,M,0,Rowing
4861,25,168.0,62.0,F,0,Canoe Sprint
4862,21,168.0,57.0,F,0,Athletics
4863,21,168.0,57.0,F,0,Athletics
4864,26,186.0,73.0,F,1,Rowing
4865,23,176.0,66.0,M,0,Football
4866,25,177.0,70.0,M,0,Athletics
4867,21,191.0,77.0,M,0,Swimming
4868,32,188.0,112.0,M,0,Athletics
4869,13,158.0,53.0,F,0,Swimming
4870,20,183.0,77.0,M,0,Canoe Sprint
4871,19,180.0,100.0,M,0,Judo
4872,29,166.0,55.0,F,0,Rowing
4873,28,183.0,91.0,M,0,Athletics
4874,31,167.0,51.0,F,0,Athletics
4875,21,190.0,70.0,M,0,Athletics
4876,24,,59.0,F,0,Athletics
4877,20,167.0,50.0,F,0,Athletics
4878,26,186.0,80.0,F,0,Rowing
4879,40,168.0,60.0,M,0,Table Tennis
4880,27,186.0,70.0,M,0,Athletics
4881,20,175.0,70.0,M,0,Canoe Sprint
4882,26,183.0,67.0,M,0,Cycling - Road
4883,27,188.0,90.0,M,0,Cycling - Track
4884,32,180.0,75.0,M,0,Fencing
4885,33,180.0,80.0,M,0,Swimming
4886,24,184.0,80.0,M,0,Athletics
4887,28,185.0,84.0,M,0,Sailing
4888,25,168.0,60.0,M,0,Wrestling
4889,25,170.0,52.0,F,0,Athletics
4890,31,184.0,72.0,M,0,Rowing
4891,31,185.0,70.0,M,0,Rowing
4892,25,196.0,93.0,M,1,Rowing
4893,15,146.0,,F,0,Gymnastics - Artistic
4894,31,185.0,74.0,F,0,Beach Volleyball
4895,25,174.0,65.0,F,0,Canoe Slalom
4896,20,170.0,64.0,M,0,Athletics
4897,16,168.0,61.0,F,1,Swimming
4898,23,170.0,64.0,F,0,Swimming
4899,23,172.0,,M,0,Gymnastics - Artistic
4900,24,182.0,72.0,M,0,Tennis
4901,25,190.0,100.0,M,0,Sailing
4902,26,163.0,75.0,F,1,Weightlifting
4903,29,170.0,,M,0,Gymnastics - Artistic
4904,23,178.0,81.0,M,0,Canoe Sprint
4905,27,187.0,76.0,M,0,Cycling - Mountain Bike
4906,27,198.0,82.0,F,0,Basketball
4907,23,187.0,82.0,M,0,Canoe Sprint
4908,19,173.0,55.0,M,0,Shooting
4909,26,167.0,,F,0,Synchronised Swimming
4910,21,171.0,60.0,F,0,Football
4911,17,,,F,0,Table Tennis
4912,18,,,M,0,Wrestling
4913,23,183.0,72.0,M,0,Rowing
4914,29,,,M,0,Wrestling
4915,26,,,M,1,Shooting
4916,18,,,F,0,Archery
4917,30,,,F,0,Athletics
4918,28,178.0,99.0,M,0,Archery
4919,18,155.0,57.0,F,0,Weightlifting
4920,24,162.0,60.0,M,0,Wrestling
4921,24,173.0,63.0,F,0,Athletics
4922,27,175.0,96.0,M,0,Wrestling
4923,23,207.0,104.0,M,0,Volleyball
4924,22,158.0,52.0,F,0,Diving
4925,19,,,F,0,Gymnastics - Artistic
4926,20,159.0,52.0,F,0,Modern Pentathlon
4927,32,182.0,78.0,M,0,Canoe Slalom
4928,25,190.0,118.0,M,0,Athletics
4929,21,176.0,,F,0,Handball
4930,23,182.0,86.0,M,0,Canoe Sprint
4931,29,172.0,63.0,F,0,Athletics
4932,19,175.0,71.0,M,0,Shooting
4933,16,154.0,49.0,F,0,Shooting
4934,23,172.0,57.0,M,0,Athletics
4935,37,193.0,100.0,M,0,Sailing
4936,24,162.0,57.0,F,0,Athletics
4937,27,194.0,83.0,F,0,Basketball
4938,23,159.0,52.0,F,0,Judo
4939,22,188.0,73.0,M,0,Football
4940,65,178.0,89.0,M,0,Shooting
4941,22,170.0,64.0,M,1,Diving
4942,27,174.0,73.0,M,0,Canoe Slalom
4943,26,194.0,78.0,M,0,Athletics
4944,30,,,F,0,Badminton
4945,24,176.0,73.0,M,0,Diving
4946,22,182.0,70.0,F,0,Tennis
4947,22,173.0,71.0,M,0,Wrestling
4948,21,170.0,62.0,F,0,Athletics
4949,24,,,F,0,Athletics
4950,22,176.0,68.0,M,0,Cycling - Road
4951,20,165.0,63.0,F,0,Football
4952,28,160.0,52.0,F,0,Archery
4953,25,162.0,,F,0,Trampoline
4954,23,173.0,62.0,F,0,Football
4955,39,182.0,80.0,M,0,Equestrian
4956,21,193.0,86.0,M,0,Athletics
4957,16,170.0,,F,0,Gymnastics - Rhythmic
4958,41,165.0,60.0,M,0,Shooting
4959,32,160.0,,M,0,Boxing
4960,17,167.0,67.0,F,0,Athletics
4961,25,187.0,88.0,M,0,Athletics
4962,26,183.0,84.0,F,0,Athletics
4963,32,182.0,84.0,M,0,Wrestling
4964,32,177.0,63.0,F,0,Cycling - Mountain Bike
4965,46,175.0,95.0,F,0,Archery
4966,31,192.0,115.0,M,0,Handball
4967,26,180.0,65.0,F,0,Volleyball
4968,22,,,F,0,Athletics
4969,23,170.0,58.0,F,0,Table Tennis
4970,25,178.0,68.0,F,0,Swimming
4971,30,174.0,73.0,F,1,Rowing
4972,28,165.0,54.0,F,0,Shooting
4973,26,168.0,,F,0,Trampoline
4974,22,180.0,75.0,F,0,Swimming
4975,23,170.0,56.0,F,0,Swimming
4976,23,167.0,64.0,F,0,Athletics
4977,30,160.0,45.0,F,0,Athletics
4978,16,168.0,54.0,F,0,Swimming
4979,24,173.0,67.0,F,0,Fencing
4980,31,156.0,53.0,F,0,Football
4981,29,174.0,70.0,M,0,Cycling - Road
4982,26,200.0,120.0,M,0,Athletics
4983,21,173.0,65.0,M,0,Cycling - Track
4984,31,183.0,74.0,F,0,Rowing
4985,24,172.0,69.0,F,0,Rowing
4986,22,187.0,90.0,M,0,Canoe Sprint
4987,29,180.0,96.0,M,0,Wrestling
4988,28,182.0,96.0,M,0,Wrestling
4989,22,167.0,67.0,F,0,Hockey
4990,29,167.0,57.0,F,0,Judo
4991,20,,,F,0,Athletics
4992,27,173.0,68.0,M,0,Athletics
4993,27,164.0,55.0,M,0,Wrestling
4994,23,195.0,86.0,M,0,Swimming
4995,35,,,F,0,Athletics
4996,37,162.0,63.0,F,0,Basketball
4997,23,177.0,69.0,F,0,Badminton
4998,21,168.0,62.0,F,0,Athletics
4999,34,170.0,56.0,F,0,Equestrian
5000,26,179.0,58.0,F,0,Athletics
5001,31,183.0,87.0,M,0,Swimming
5002,32,186.0,95.0,M,0,Hockey
5003,28,176.0,76.0,M,0,Fencing
5004,31,185.0,105.0,M,0,Handball
5005,25,177.0,77.0,F,0,Handball
5006,28,163.0,53.0,F,0,Swimming
5007,18,170.0,65.0,M,0,Swimming
5008,23,,,M,0,Cycling - Road
5009,25,172.0,67.0,M,0,Cycling - Road
5010,37,173.0,59.0,M,0,Athletics
5011,26,188.0,92.0,M,0,Basketball
5012,26,190.0,85.0,M,1,Swimming
5013,31,175.0,73.0,M,0,Cycling - Road
5014,21,169.0,55.0,M,0,Athletics
5015,28,174.0,65.0,M,0,Badminton
5016,26,184.0,77.0,M,0,Cycling - Road
5017,23,171.0,64.0,M,0,Athletics
5018,28,,,M,0,Athletics
5019,27,,,F,0,Archery
5020,20,,,M,0,Boxing
5021,22,179.0,65.0,F,0,Swimming
5022,31,172.0,55.0,F,0,Athletics
5023,22,,,M,0,Hockey
5024,18,,59.0,M,0,Judo
5025,23,195.0,59.0,M,0,Fencing
5026,28,167.0,55.0,F,0,Athletics
5027,25,185.0,74.0,M,0,Fencing
5028,21,169.0,59.0,F,0,Handball
5029,44,165.0,65.0,M,0,Equestrian
5030,24,172.0,57.0,F,0,Athletics
5031,27,184.0,86.0,M,0,Judo
5032,20,174.0,55.0,F,0,Athletics
5033,22,188.0,78.0,M,0,Athletics
5034,37,191.0,100.0,M,0,Volleyball
5035,30,170.0,52.0,M,0,Athletics
5036,31,176.0,69.0,F,0,Hockey
5037,29,200.0,80.0,M,0,Volleyball
5038,21,169.0,63.0,M,0,Shooting
5039,22,162.0,61.0,F,0,Athletics
5040,23,200.0,98.0,M,0,Handball
5041,18,170.0,,F,0,Gymnastics - Rhythmic
5042,27,180.0,74.0,F,0,Football
5043,18,162.0,,F,0,Synchronised Swimming
5044,23,185.0,80.0,M,0,Sailing
5045,21,194.0,99.0,M,0,Handball
5046,17,166.0,65.0,M,0,Diving
5047,17,182.0,80.0,F,0,Swimming
5048,19,169.0,63.0,F,0,Swimming
5049,32,184.0,,F,0,Boxing
5050,19,178.0,70.0,F,0,Canoe Sprint
5051,25,166.0,,F,0,Gymnastics - Rhythmic
5052,28,186.0,127.0,M,0,Athletics
5053,24,170.0,60.0,F,0,Archery
5054,37,170.0,68.0,M,0,Shooting
5055,20,182.0,60.0,M,0,Swimming
5056,22,170.0,58.0,F,0,Athletics
5057,26,192.0,80.0,M,0,Sailing
5058,20,168.0,,M,0,Boxing
5059,25,176.0,60.0,M,0,Athletics
5060,29,193.0,97.0,M,0,Swimming
5061,21,164.0,49.0,F,0,Athletics
5062,23,,,M,0,Boxing
5063,22,188.0,87.0,M,0,Basketball
5064,22,180.0,93.0,M,0,Athletics
5065,22,168.0,63.0,F,0,Fencing
5066,32,170.0,64.0,F,0,Fencing
5067,22,183.0,66.0,F,0,Swimming
5068,20,185.0,85.0,M,0,Swimming
5069,33,167.0,61.0,F,0,Basketball
5070,39,163.0,58.0,F,0,Table Tennis
5071,34,181.0,75.0,M,0,Badminton
5072,30,179.0,67.0,F,0,Volleyball
5073,24,183.0,75.0,F,1,Swimming
5074,31,158.0,56.0,F,0,Wrestling
5075,20,176.0,72.0,F,0,Handball
5076,23,189.0,81.0,M,0,Swimming
5077,32,,,M,0,Boxing
5078,22,165.0,65.0,F,0,Archery
5079,24,178.0,,M,0,Taekwondo
5080,30,172.0,65.0,F,0,Shooting
5081,20,184.0,76.0,M,1,Swimming
5082,26,163.0,63.0,F,0,Cycling - BMX
5083,18,177.0,70.0,M,0,Swimming
5084,52,172.0,76.0,M,0,Equestrian
5085,30,171.0,64.0,M,0,Fencing
5086,30,165.0,65.0,F,0,Football
5087,23,198.0,97.0,M,0,Hockey
5088,23,161.0,58.0,F,0,Football
5089,28,188.0,77.0,M,0,Cycling - Track
5090,18,183.0,73.0,F,0,Volleyball
5091,22,180.0,80.0,M,0,Athletics
5092,36,170.0,60.0,F,0,Athletics
5093,25,190.0,91.0,M,0,Athletics
5094,23,194.0,85.0,M,0,Swimming
5095,37,180.0,65.0,M,0,Athletics
5096,32,177.0,75.0,F,0,Football
5097,31,168.0,63.0,M,0,Sailing
5098,27,168.0,52.0,F,0,Cycling - Mountain Bike
5099,22,172.0,,F,0,Synchronised Swimming
5100,20,177.0,63.0,F,0,Swimming
5101,27,159.0,58.0,F,0,Sailing
5102,24,170.0,60.0,F,0,Athletics
5103,15,178.0,65.0,F,0,Swimming
5104,27,169.0,,F,0,Gymnastics - Rhythmic
5105,25,160.0,47.0,F,0,Athletics
5106,23,199.0,94.0,M,0,Football
5107,29,187.0,87.0,M,0,Handball
5108,29,170.0,60.0,M,0,Badminton
5109,20,181.0,,M,0,Taekwondo
5110,30,203.0,102.0,M,0,Volleyball
5111,30,180.0,64.0,M,0,Athletics
5112,21,163.0,56.0,F,0,Handball
5113,22,165.0,63.0,F,0,Cycling - Track
5114,25,154.0,62.0,F,0,Canoe Sprint
5115,19,159.0,54.0,F,0,Table Tennis
5116,25,180.0,60.0,M,0,Athletics
5117,20,164.0,50.0,F,0,Cycling - Track
5118,32,176.0,67.0,M,0,Badminton
5119,30,177.0,,F,0,Taekwondo
5120,32,181.0,88.0,M,0,Handball
5121,29,172.0,68.0,M,0,Archery
5122,26,174.0,70.0,F,0,Cycling - Track
5123,32,178.0,85.0,M,0,Hockey
5124,28,172.0,70.0,M,0,Hockey
5125,22,166.0,68.0,F,0,Fencing
5126,29,160.0,60.0,F,0,Weightlifting
5127,31,164.0,59.0,F,0,Hockey
5128,29,177.0,74.0,M,0,Hockey
5129,24,174.0,60.0,M,0,Wrestling
5130,21,180.0,84.0,M,0,Wrestling
5131,25,179.0,71.0,M,0,Badminton
5132,32,175.0,58.0,F,0,Volleyball
5133,27,165.0,60.0,F,1,Archery
5134,26,180.0,76.0,M,0,Sailing
5135,25,160.0,54.0,F,0,"Cycling - Road, Cycling - Track"
5136,23,180.0,74.0,M,0,Badminton
5137,24,178.0,76.0,F,0,Basketball
5138,19,163.0,75.0,F,0,Archery
5139,24,185.0,68.0,M,2,Swimming
